Time (min:sec.ms),Engine Speed (RPM),Lambda Spec (),Lambda B1 Actual (),Lambda B2 Actual (),Fuel Injector (ms),STFT B1 (),STFT B2 (),HPFP Actual (hPa),HPFP Spec (hPa),Spark Advance (°),Accelerator Pedal (%),Throttle Position Actual (%),Boost Spec (mBar),Boost Actual (mBar),Knock Cylinder 1 (°),Knock Cylinder 2 (°),Knock Cylinder 3 (°),Knock Cylinder 4 (°),Knock Cylinder 5 (°),Knock Cylinder 6 (°),Bypass Valve (°),Air Mass (mg/stk),Intake Air Temp (°C),HPFP Capacity % (%),LPFP Pressure (Hpa),Engine Torque (NM),LPFP Pump Duty (%)
00:05.911,685,0.996,1.025,1.017,0.812,-2,-1,40442.525,40224.95,4,14.51,3.922,446.179,438.468,0,0,0,0,0,0,59.242,143.044,62.25,11.688,5062.594,59.031,48.393
00:05.922,687,0.996,1.025,1.017,0.812,-2,-1,40442.525,40224.95,4,14.51,3.922,446.179,438.468,0,0,0,0,0,0,59.242,143.044,62.25,11.688,5062.594,59.031,48.393
00:05.931,687,0.996,1.025,1.017,0.812,-2,-1,40442.525,40224.95,4,14.51,3.922,446.179,438.468,0,0,0,0,0,0,59.242,143.044,62.25,11.688,5062.594,59.031,48.393
00:05.942,687,0.996,1.015,1.017,0.812,-2,-1,40442.525,40224.95,4,14.51,3.922,446.179,438.468,0,0,0,0,0,0,59.242,143.044,62.25,11.688,5062.594,59.031,48.393
00:05.951,687,0.996,1.015,1.017,0.812,-2,-1,40442.525,40224.95,4,14.51,3.922,446.179,438.468,0,0,0,0,0,0,59.242,143.044,62.25,11.688,5062.594,59.031,48.393
00:05.962,687,0.996,1.015,1.017,0.828,-2,-1,40442.525,40224.95,4,14.51,3.922,446.179,438.468,0,0,0,0,0,0,59.242,143.044,62.25,11.688,5062.594,59.031,48.393
00:05.971,687,0.996,1.015,1.017,0.828,-2,-1,40442.525,40224.95,4,14.51,3.922,446.179,438.468,0,0,0,0,0,0,59.242,143.044,62.25,11.688,5062.594,59.031,48.393
00:05.983,687,0.996,1.015,1.017,0.828,-2,-1,40442.525,40224.95,4,14.51,3.922,446.179,438.468,0,0,0,0,0,0,59.242,143.044,62.25,11.688,5062.594,59.031,48.393
00:05.991,687,0.996,1.015,1.017,0.828,-2,-1,40437.219,40224.95,4,14.51,3.922,446.179,438.468,0,0,0,0,0,0,59.242,143.044,62.25,11.688,5062.594,59.031,48.393
00:06.001,687,0.996,1.015,1.017,0.828,-2,-1,40437.219,40224.95,4,14.51,3.922,446.179,438.468,0,0,0,0,0,0,59.242,143.044,62.25,11.688,5062.594,59.031,48.393
00:06.011,687,0.996,1.015,1.017,0.828,-2,-1,40437.219,40224.95,3.5,14.51,3.922,446.179,438.468,0,0,0,0,0,0,59.242,143.044,62.25,11.688,5062.594,59.031,48.393
00:06.021,687,0.996,1.015,1.017,0.828,-2,-1,40437.219,40224.95,3.5,14.51,3.922,446.179,438.468,0,0,0,0,0,0,59.242,143.044,62.25,11.688,5062.594,59.031,48.393
00:06.031,687,0.996,1.015,1.017,0.828,-2,-1,40437.219,40224.95,3.5,14.51,3.922,446.179,438.468,0,0,0,0,0,0,59.242,143.044,62.25,11.688,5062.594,59.031,48.393
00:06.043,687,0.996,1.015,1.017,0.828,-2,-1,40437.219,40224.95,3.5,14.51,3.922,443.692,438.468,0,0,0,0,0,0,59.242,143.044,62.25,11.688,5062.594,59.031,48.393
00:06.052,687,0.996,1.015,1.017,0.828,-2,-1,40437.219,40224.95,3.5,14.51,3.922,443.692,439.214,0,0,0,0,0,0,59.242,143.044,62.25,11.688,5062.594,59.031,48.393
00:06.062,687,0.996,1.015,1.017,0.828,-2,-1,40437.219,40224.95,3.5,14.51,3.922,443.692,439.214,0,0,0,0,0,0,59.242,143.044,62.25,11.688,5062.594,59.031,48.393
00:06.073,687,0.996,1.015,1.017,0.828,-2,-1,40437.219,40224.95,3.5,14.51,3.922,443.692,439.214,0,0,0,0,0,0,59.242,143.044,62.25,11.688,5062.594,59.031,48.393
00:06.084,687,0.996,1.015,1.017,0.828,-2,-1,40437.219,40224.95,3.5,14.51,3.922,443.692,439.214,0,0,0,0,0,0,59.242,143.044,62.25,11.688,5062.594,59.031,48.393
00:06.091,687,0.996,1.015,1.017,0.828,-2,-1,40437.219,40224.95,3.5,14.51,3.922,443.692,439.214,0,0,0,0,0,0,59.242,143.044,62.25,11.688,5062.594,59.031,48.393
00:06.103,687,0.996,1.015,1.017,0.828,-2,-1,40437.219,40224.95,3.5,14.51,3.922,443.692,439.214,0,0,0,0,0,0,59.242,143.044,62.25,11.688,5062.594,59.031,48.393
00:06.111,687,0.996,1.015,1.017,0.828,-2,-1,40437.219,40224.95,3.5,14.51,3.922,443.692,439.214,0,0,0,0,0,0,59.242,143.044,62.25,11.688,5062.594,59.031,48.393
00:06.121,687,0.996,1.015,1.017,0.828,-2,-1,40437.219,40224.95,3.5,14.51,3.922,443.692,439.214,0,0,0,0,0,0,59.037,143.044,62.25,11.688,5062.594,59.031,48.393
00:06.132,687,0.996,1.015,1.017,0.828,-2,-1,40437.219,40224.95,3.5,14.51,3.922,443.692,439.214,0,0,0,0,0,0,59.037,144.612,62.25,11.688,5062.594,59.031,48.393
00:06.141,687,0.996,1.015,1.017,0.828,-2,-1,40437.219,40224.95,3.5,14.51,3.922,443.692,439.214,0,0,0,0,0,0,59.037,144.612,62.25,11.688,5062.594,59.031,48.393
00:06.151,687,0.996,1.015,1.017,0.828,-2,-1,40437.219,40224.95,3.5,14.51,3.922,443.692,439.214,0,0,0,0,0,0,59.037,144.612,62.25,11.726,5062.594,59.031,48.393
00:06.161,687,0.996,1.015,1.017,0.828,-2,-1,40437.219,40224.95,3.5,14.51,3.922,443.692,439.214,0,0,0,0,0,0,59.037,144.612,62.25,11.726,5049.327,59.031,48.393
00:06.171,687,0.996,1.015,1.017,0.828,-2,-1,40437.219,40224.95,3.5,14.51,3.922,443.692,439.214,0,0,0,0,0,0,59.037,144.612,62.25,11.726,5049.327,60.094,48.393
00:06.184,687,0.996,1.015,1.017,0.828,-2,-1,40437.219,40224.95,3.5,14.51,3.922,443.692,439.214,0,0,0,0,0,0,59.037,144.612,62.25,11.726,5049.327,60.094,48.38
00:06.191,682,0.996,1.015,1.017,0.828,-2,-1,40437.219,40224.95,3.5,14.51,3.922,443.692,439.214,0,0,0,0,0,0,59.037,144.612,62.25,11.726,5049.327,60.094,48.38
00:06.201,682,0.996,1.015,1.017,0.828,-2,-1,40437.219,40224.95,3.5,14.51,3.922,443.692,439.214,0,0,0,0,0,0,59.037,144.612,62.25,11.726,5049.327,60.094,48.38
00:06.211,682,0.996,1.018,1.017,0.828,-2,-1,40437.219,40224.95,3.5,14.51,3.922,443.692,439.214,0,0,0,0,0,0,59.037,144.612,62.25,11.726,5049.327,60.094,48.38
00:06.221,682,0.996,1.018,1.018,0.828,-2,-1,40437.219,40224.95,3.5,14.51,3.922,443.692,439.214,0,0,0,0,0,0,59.037,144.612,62.25,11.726,5049.327,60.094,48.38
00:06.231,682,0.996,1.018,1.018,0.812,-2,-1,40437.219,40224.95,3.5,14.51,3.922,443.692,439.214,0,0,0,0,0,0,59.037,144.612,62.25,11.726,5049.327,60.094,48.38
00:06.241,682,0.996,1.018,1.018,0.812,-2,-1,40437.219,40224.95,3.5,14.51,3.922,443.692,439.214,0,0,0,0,0,0,59.037,144.612,62.25,11.726,5049.327,60.094,48.38
00:06.251,682,0.996,1.018,1.018,0.812,-2,-1,40437.219,40224.95,3.5,14.51,3.922,443.692,439.214,0,0,0,0,0,0,59.037,144.612,62.25,11.726,5049.327,60.094,48.38
00:06.261,682,0.996,1.018,1.018,0.812,-2,-1,40357.618,40224.95,3.5,14.51,3.922,443.692,439.214,0,0,0,0,0,0,59.037,144.612,62.25,11.726,5049.327,60.094,48.38
00:06.271,682,0.996,1.018,1.018,0.812,-2,-1,40357.618,40333.738,3.5,14.51,3.922,443.692,439.214,0,0,0,0,0,0,59.037,144.612,62.25,11.726,5049.327,60.094,48.38
00:06.285,682,0.996,1.018,1.018,0.812,-2,-1,40357.618,40333.738,4,14.51,3.922,443.692,439.214,0,0,0,0,0,0,59.037,144.612,62.25,11.726,5049.327,60.094,48.38
00:06.291,682,0.996,1.018,1.018,0.812,-2,-1,40357.618,40333.738,4,14.51,3.922,443.692,439.214,0,0,0,0,0,0,59.037,144.612,62.25,11.726,5049.327,60.094,48.38
00:06.301,682,0.996,1.018,1.018,0.812,-2,-1,40357.618,40333.738,4,14.51,3.922,443.692,439.214,0,0,0,0,0,0,59.037,144.612,62.25,11.726,5049.327,60.094,48.38
00:06.311,682,0.996,1.018,1.018,0.812,-2,-1,40357.618,40333.738,4,14.51,3.922,443.94,439.214,0,0,0,0,0,0,59.037,144.612,62.25,11.726,5049.327,60.094,48.38
00:06.322,682,0.996,1.018,1.018,0.812,-2,-1,40357.618,40333.738,4,14.51,3.922,443.94,440.458,0,0,0,0,0,0,59.037,144.612,62.25,11.726,5049.327,60.094,48.38
00:06.331,682,0.996,1.018,1.018,0.812,-2,-1,40357.618,40333.738,4,14.51,3.922,443.94,440.458,0,0,0,0,0,0,59.037,144.612,62.25,11.726,5049.327,60.094,48.38
00:06.342,682,0.996,1.018,1.018,0.812,-2,-1,40357.618,40333.738,4,14.51,3.922,443.94,440.458,0,0,0,0,0,0,59.037,144.612,62.25,11.726,5049.327,60.094,48.38
00:06.351,682,0.996,1.018,1.018,0.812,-2,-1,40357.618,40333.738,4,14.51,3.922,443.94,440.458,0,0,0,0,0,0,59.037,144.612,62.25,11.726,5049.327,60.094,48.38
00:06.362,682,0.996,1.018,1.018,0.812,-2,-1,40357.618,40333.738,4,14.51,3.922,443.94,440.458,0,0,0,0,0,0,59.037,144.612,62.25,11.726,5049.327,60.094,48.38
00:06.371,682,0.996,1.018,1.018,0.812,-2,-1,40357.618,40333.738,4,14.51,3.922,443.94,440.458,0,0,0,0,0,0,59.037,144.612,62.25,11.726,5049.327,60.094,48.38
00:06.384,682,0.996,1.018,1.018,0.812,-2,-1,40357.618,40333.738,4,14.51,3.922,443.94,440.458,0,0,0,0,0,0,59.037,144.612,62.25,11.726,5049.327,60.094,48.38
00:06.391,682,0.996,1.018,1.018,0.812,-2,-1,40357.618,40333.738,4,14.51,3.922,443.94,440.458,0,0,0,0,0,0,59.037,144.612,62.25,11.726,5049.327,60.094,48.38
00:06.402,682,0.996,1.018,1.018,0.812,-2,-1,40357.618,40333.738,4,14.51,3.922,443.94,440.458,0,0,0,0,0,0,59.037,145.121,62.25,11.726,5049.327,60.094,48.38
00:06.411,682,0.996,1.018,1.018,0.812,-2,-1,40357.618,40333.738,4,14.51,3.922,443.94,440.458,0,0,0,0,0,0,59.037,145.121,62.25,11.726,5049.327,60.094,48.38
00:06.422,682,0.996,1.018,1.018,0.812,-2,-1,40357.618,40333.738,4,14.51,3.922,443.94,440.458,0,0,0,0,0,0,59.037,145.121,62.25,11.754,5049.327,60.094,48.38
00:06.432,682,0.996,1.018,1.018,0.812,-2,-1,40357.618,40333.738,4,14.51,3.922,443.94,440.458,0,0,0,0,0,0,59.037,145.121,62.25,11.754,5025.447,60.094,48.38
00:06.443,682,0.996,1.018,1.018,0.812,-2,-1,40357.618,40333.738,4,14.51,3.922,443.94,440.458,0,0,0,0,0,0,59.037,145.121,62.25,11.754,5025.447,59.844,48.38
00:06.453,682,0.996,1.018,1.018,0.812,-2,-1,40357.618,40333.738,4,14.51,3.922,443.94,440.458,0,0,0,0,0,0,59.037,145.121,62.25,11.754,5025.447,59.844,48.364
00:06.462,684,0.996,1.018,1.018,0.812,-2,-1,40357.618,40333.738,4,14.51,3.922,443.94,440.458,0,0,0,0,0,0,59.037,145.121,62.25,11.754,5025.447,59.844,48.364
00:06.471,684,0.996,1.018,1.018,0.812,-2,-1,40357.618,40333.738,4,14.51,3.922,443.94,440.458,0,0,0,0,0,0,59.037,145.121,62.25,11.754,5025.447,59.844,48.364
00:06.485,684,0.996,1.017,1.018,0.812,-2,-1,40357.618,40333.738,4,14.51,3.922,443.94,440.458,0,0,0,0,0,0,59.037,145.121,62.25,11.754,5025.447,59.844,48.364
00:06.492,684,0.996,1.017,1.017,0.812,-2,-1,40357.618,40333.738,4,14.51,3.922,443.94,440.458,0,0,0,0,0,0,59.037,145.121,62.25,11.754,5025.447,59.844,48.364
00:06.501,684,0.996,1.017,1.017,0.836,-2,-1,40357.618,40333.738,4,14.51,3.922,443.94,440.458,0,0,0,0,0,0,59.037,145.121,62.25,11.754,5025.447,59.844,48.364
00:06.512,684,0.996,1.017,1.017,0.836,-2,-1,40357.618,40333.738,4,14.51,3.922,443.94,440.458,0,0,0,0,0,0,59.037,145.121,62.25,11.754,5025.447,59.844,48.364
00:06.521,684,0.996,1.017,1.017,0.836,-2,-1,40357.618,40333.738,4,14.51,3.922,443.94,440.458,0,0,0,0,0,0,59.037,145.121,62.25,11.754,5025.447,59.844,48.364
00:06.531,684,0.996,1.017,1.017,0.836,-2,-1,40442.525,40333.738,4,14.51,3.922,443.94,440.458,0,0,0,0,0,0,59.037,145.121,62.25,11.754,5025.447,59.844,48.364
00:06.542,684,0.996,1.017,1.017,0.836,-2,-1,40442.525,40304.551,4,14.51,3.922,443.94,440.458,0,0,0,0,0,0,59.037,145.121,62.25,11.754,5025.447,59.844,48.364
00:06.551,684,0.996,1.017,1.017,0.836,-2,-1,40442.525,40304.551,3.5,14.51,3.922,443.94,440.458,0,0,0,0,0,0,59.037,145.121,62.25,11.754,5025.447,59.844,48.364
00:06.561,684,0.996,1.017,1.017,0.836,-2,-1,40442.525,40304.551,3.5,14.51,3.922,443.94,440.458,0,0,0,0,0,0,59.037,145.121,62.25,11.754,5025.447,59.844,48.364
00:06.571,684,0.996,1.017,1.017,0.836,-2,-1,40442.525,40304.551,3.5,14.51,3.922,443.94,440.458,0,0,0,0,0,0,59.037,145.121,62.25,11.754,5025.447,59.844,48.364
00:06.584,684,0.996,1.017,1.017,0.836,-2,-1,40442.525,40304.551,3.5,14.51,3.922,443.692,440.458,0,0,0,0,0,0,59.037,145.121,62.25,11.754,5025.447,59.844,48.364
00:06.591,684,0.996,1.017,1.017,0.836,-2,-1,40442.525,40304.551,3.5,14.51,3.922,443.692,441.536,0,0,0,0,0,0,59.037,145.121,62.25,11.754,5025.447,59.844,48.364
00:06.601,684,0.996,1.017,1.017,0.836,-2,-1,40442.525,40304.551,3.5,14.51,3.922,443.692,441.536,0,0,0,0,0,0,59.037,145.121,62.25,11.754,5025.447,59.844,48.364
00:06.611,684,0.996,1.017,1.017,0.836,-2,-1,40442.525,40304.551,3.5,14.51,3.922,443.692,441.536,0,0,0,0,0,0,59.037,145.121,62.25,11.754,5025.447,59.844,48.364
00:06.621,684,0.996,1.017,1.017,0.836,-2,-1,40442.525,40304.551,3.5,14.51,3.922,443.692,441.536,0,0,0,0,0,0,59.037,145.121,62.25,11.754,5025.447,59.844,48.364
00:06.631,684,0.996,1.017,1.017,0.836,-2,-1,40442.525,40304.551,3.5,14.51,3.922,443.692,441.536,0,0,0,0,0,0,59.037,145.121,62.25,11.754,5025.447,59.844,48.364
00:06.641,684,0.996,1.017,1.017,0.836,-2,-1,40442.525,40304.551,3.5,14.51,3.922,443.692,441.536,0,0,0,0,0,0,59.037,145.121,62.25,11.754,5025.447,59.844,48.364
00:06.651,684,0.996,1.017,1.017,0.836,-2,-1,40442.525,40304.551,3.5,14.51,3.922,443.692,441.536,0,0,0,0,0,0,59.037,145.121,62.25,11.754,5025.447,59.844,48.364
00:06.661,684,0.996,1.017,1.017,0.836,-2,-1,40442.525,40304.551,3.5,14.51,3.922,443.692,441.536,0,0,0,0,0,0,59.037,145.121,62.25,11.754,5025.447,59.844,48.364
00:06.671,684,0.996,1.017,1.017,0.836,-2,-1,40442.525,40304.551,3.5,14.51,3.922,443.692,441.536,0,0,0,0,0,0,59.037,143.743,62.25,11.754,5025.447,59.844,48.364
00:06.683,684,0.996,1.017,1.017,0.836,-2,-1,40442.525,40304.551,3.5,14.51,3.922,443.692,441.536,0,0,0,0,0,0,59.037,143.743,62.25,11.754,5025.447,59.844,48.364
00:06.692,684,0.996,1.017,1.017,0.836,-2,-1,40442.525,40304.551,3.5,14.51,3.922,443.692,441.536,0,0,0,0,0,0,59.037,143.743,62.25,11.726,5025.447,59.844,48.364
00:06.701,684,0.996,1.017,1.017,0.836,-2,-1,40442.525,40304.551,3.5,14.51,3.922,443.692,441.536,0,0,0,0,0,0,59.037,143.743,62.25,11.726,5025.447,59.844,48.364
00:06.711,684,0.996,1.017,1.017,0.836,-2,-1,40442.525,40304.551,3.5,14.51,3.922,443.692,441.536,0,0,0,0,0,0,59.037,143.743,62.25,11.726,5025.447,60.688,48.364
00:06.722,684,0.996,1.017,1.017,0.836,-2,-1,40442.525,40304.551,3.5,14.51,3.922,443.692,441.536,0,0,0,0,0,0,59.037,143.743,62.25,11.726,5025.447,60.688,48.357
00:06.731,677,0.996,1.017,1.017,0.836,-2,-1,40442.525,40304.551,3.5,14.51,3.922,443.692,441.536,0,0,0,0,0,0,59.037,143.743,62.25,11.726,5025.447,60.688,48.357
00:06.742,677,0.996,1.017,1.017,0.836,-2,-1,40442.525,40304.551,3.5,14.51,3.922,443.692,441.536,0,0,0,0,0,0,59.037,143.743,62.25,11.726,5025.447,60.688,48.357
00:06.751,677,0.996,1.02,1.017,0.836,-2,-1,40442.525,40304.551,3.5,14.51,3.922,443.692,441.536,0,0,0,0,0,0,59.037,143.743,62.25,11.726,5025.447,60.688,48.357
00:06.762,677,0.996,1.02,1.014,0.836,-2,-1,40442.525,40304.551,3.5,14.51,3.922,443.692,441.536,0,0,0,0,0,0,59.037,143.743,62.25,11.726,5025.447,60.688,48.357
00:06.771,677,0.996,1.02,1.014,0.836,-2,-1,40442.525,40304.551,3.5,14.51,3.922,443.692,441.536,0,0,0,0,0,0,59.037,143.743,62.25,11.726,5025.447,60.688,48.357
00:06.784,677,0.996,1.02,1.014,0.836,-2,-1,40442.525,40304.551,3.5,14.51,3.922,443.692,441.536,0,0,0,0,0,0,59.037,143.743,62.25,11.726,5025.447,60.688,48.357
00:06.792,677,0.996,1.02,1.014,0.836,-2,0,40442.525,40304.551,3.5,14.51,3.922,443.692,441.536,0,0,0,0,0,0,59.037,143.743,62.25,11.726,5025.447,60.688,48.357
00:06.802,677,0.996,1.02,1.014,0.836,-2,0,40442.525,40304.551,3.5,14.51,3.922,443.692,441.536,0,0,0,0,0,0,59.037,143.743,62.25,11.726,5025.447,60.688,48.357
00:06.811,677,0.996,1.02,1.014,0.836,-2,0,40442.525,40405.378,3.5,14.51,3.922,443.692,441.536,0,0,0,0,0,0,59.037,143.743,62.25,11.726,5025.447,60.688,48.357
00:06.822,677,0.996,1.02,1.014,0.836,-2,0,40442.525,40405.378,5.5,14.51,3.922,443.692,441.536,0,0,0,0,0,0,59.037,143.743,62.25,11.726,5025.447,60.688,48.357
00:06.831,677,0.996,1.02,1.014,0.836,-2,0,40442.525,40405.378,5.5,14.51,3.922,443.692,441.536,0,0,0,0,0,0,59.037,143.743,62.25,11.726,5025.447,60.688,48.357
00:06.842,677,0.996,1.02,1.014,0.836,-2,0,40442.525,40405.378,5.5,14.51,3.922,443.692,441.536,0,0,0,0,0,0,59.037,143.743,62.25,11.726,5025.447,60.688,48.357
00:06.851,677,0.996,1.02,1.014,0.836,-2,0,40442.525,40405.378,5.5,14.51,3.922,443.692,441.536,0,0,0,0,0,0,59.037,143.743,62.25,11.726,5025.447,60.688,48.357
00:06.862,677,0.996,1.02,1.014,0.836,-2,0,40442.525,40405.378,5.5,14.51,3.922,443.692,442.863,0,0,0,0,0,0,59.037,143.743,62.25,11.726,5025.447,60.688,48.357
00:06.871,677,0.996,1.02,1.014,0.836,-2,0,40442.525,40405.378,5.5,14.51,3.922,443.692,442.863,0,0,0,0,0,0,59.037,143.743,62.25,11.726,5025.447,60.688,48.357
00:06.883,677,0.996,1.02,1.014,0.836,-2,0,40442.525,40405.378,5.5,14.51,3.922,443.692,442.863,0,0,0,0,0,0,59.037,143.743,62.25,11.726,5025.447,60.688,48.357
00:06.891,677,0.996,1.02,1.014,0.836,-2,0,40442.525,40405.378,5.5,14.51,3.922,443.692,442.863,0,0,0,0,0,0,59.037,143.743,62.25,11.726,5025.447,60.688,48.357
00:06.901,677,0.996,1.02,1.014,0.836,-2,0,40442.525,40405.378,5.5,14.51,3.922,443.692,442.863,0,0,0,0,0,0,59.037,143.743,62.25,11.726,5025.447,60.688,48.357
00:06.911,677,0.996,1.02,1.014,0.836,-2,0,40442.525,40405.378,5.5,14.51,3.922,443.692,442.863,0,0,0,0,0,0,59.037,143.743,62.25,11.726,5025.447,60.688,48.357
00:06.922,677,0.996,1.02,1.014,0.836,-2,0,40442.525,40405.378,5.5,14.51,3.922,443.692,442.863,0,0,0,0,0,0,59.037,143.743,62.25,11.726,5025.447,60.688,48.357
00:06.930,677,0.996,1.02,1.014,0.836,-2,0,40442.525,40405.378,5.5,14.51,3.922,443.692,442.863,0,0,0,0,0,0,59.037,143.743,62.25,11.726,5025.447,60.688,48.357
00:06.942,677,0.996,1.02,1.014,0.836,-2,0,40442.525,40405.378,5.5,14.51,3.922,443.692,442.863,0,0,0,0,0,0,59.037,145.502,62.25,11.726,5025.447,60.688,48.357
00:06.952,677,0.996,1.02,1.014,0.836,-2,0,40442.525,40405.378,5.5,14.51,3.922,443.692,442.863,0,0,0,0,0,0,59.037,145.502,62.25,11.726,5025.447,60.688,48.357
00:06.961,677,0.996,1.02,1.014,0.836,-2,0,40442.525,40405.378,5.5,14.51,3.922,443.692,442.863,0,0,0,0,0,0,59.037,145.502,62.25,11.636,5025.447,60.688,48.357
00:06.971,677,0.996,1.02,1.014,0.836,-2,0,40442.525,40405.378,5.5,14.51,3.922,443.692,442.863,0,0,0,0,0,0,59.037,145.502,62.25,11.636,5006.873,60.688,48.357
00:06.983,677,0.996,1.02,1.014,0.836,-2,0,40442.525,40405.378,5.5,14.51,3.922,443.692,442.863,0,0,0,0,0,0,59.037,145.502,62.25,11.636,5006.873,60.781,48.357
00:06.991,677,0.996,1.02,1.014,0.836,-2,0,40442.525,40405.378,5.5,14.51,3.922,443.692,442.863,0,0,0,0,0,0,59.037,145.502,62.25,11.636,5006.873,60.781,48.349
00:07.002,679,0.996,1.02,1.014,0.836,-2,0,40442.525,40405.378,5.5,14.51,3.922,443.692,442.863,0,0,0,0,0,0,59.037,145.502,62.25,11.636,5006.873,60.781,48.349
00:07.012,679,0.996,1.02,1.014,0.836,-2,0,40442.525,40405.378,5.5,14.51,3.922,443.692,442.863,0,0,0,0,0,0,59.037,145.502,62.25,11.636,5006.873,60.781,48.349
00:07.022,679,0.996,1.018,1.014,0.836,-2,0,40442.525,40405.378,5.5,14.51,3.922,443.692,442.863,0,0,0,0,0,0,59.037,145.502,62.25,11.636,5006.873,60.781,48.349
00:07.031,679,0.996,1.018,1.015,0.836,-2,0,40442.525,40405.378,5.5,14.51,3.922,443.692,442.863,0,0,0,0,0,0,59.037,145.502,62.25,11.636,5006.873,60.781,48.349
00:07.042,679,0.996,1.018,1.015,0.816,-2,0,40442.525,40405.378,5.5,14.51,3.922,443.692,442.863,0,0,0,0,0,0,59.037,145.502,62.25,11.636,5006.873,60.781,48.349
00:07.051,679,0.996,1.018,1.015,0.816,-2,0,40442.525,40405.378,5.5,14.51,3.922,443.692,442.863,0,0,0,0,0,0,59.037,145.502,62.25,11.636,5006.873,60.781,48.349
00:07.062,679,0.996,1.018,1.015,0.816,-2,-1,40442.525,40405.378,5.5,14.51,3.922,443.692,442.863,0,0,0,0,0,0,59.037,145.502,62.25,11.636,5006.873,60.781,48.349
00:07.071,679,0.996,1.018,1.015,0.816,-2,-1,40442.525,40405.378,5.5,14.51,3.922,443.692,442.863,0,0,0,0,0,0,59.037,145.502,62.25,11.636,5006.873,60.781,48.349
00:07.084,679,0.996,1.018,1.015,0.816,-2,-1,40442.525,40251.483,5.5,14.51,3.922,443.692,442.863,0,0,0,0,0,0,59.037,145.502,62.25,11.636,5006.873,60.781,48.349
00:07.091,679,0.996,1.018,1.015,0.816,-2,-1,40442.525,40251.483,5.5,14.51,3.922,443.692,442.863,0,0,0,0,0,0,59.037,145.502,62.25,11.636,5006.873,60.781,48.349
00:07.102,679,0.996,1.018,1.015,0.816,-2,-1,40442.525,40251.483,5.5,14.51,3.922,443.692,442.863,0,0,0,0,0,0,59.037,145.502,62.25,11.636,5006.873,60.781,48.349
00:07.111,679,0.996,1.018,1.015,0.816,-2,-1,40442.525,40251.483,5.5,14.51,3.922,443.692,442.863,0,0,0,0,0,0,59.037,145.502,62.25,11.636,5006.873,60.781,48.349
00:07.122,679,0.996,1.018,1.015,0.816,-2,-1,40442.525,40251.483,5.5,14.51,3.922,446.179,442.863,0,0,0,0,0,0,59.037,145.502,62.25,11.636,5006.873,60.781,48.349
00:07.131,679,0.996,1.018,1.015,0.816,-2,-1,40442.525,40251.483,5.5,14.51,3.922,446.179,442.448,0,0,0,0,0,0,59.037,145.502,62.25,11.636,5006.873,60.781,48.349
00:07.142,679,0.996,1.018,1.015,0.816,-2,-1,40442.525,40251.483,5.5,14.51,3.922,446.179,442.448,0,0,0,0,0,0,59.037,145.502,62.25,11.636,5006.873,60.781,48.349
00:07.151,679,0.996,1.018,1.015,0.816,-2,-1,40442.525,40251.483,5.5,14.51,3.922,446.179,442.448,0,0,0,0,0,0,59.037,145.502,62.25,11.636,5006.873,60.781,48.349
00:07.161,679,0.996,1.018,1.015,0.816,-2,-1,40442.525,40251.483,5.5,14.51,3.922,446.179,442.448,0,0,0,0,0,0,59.037,145.502,62.25,11.636,5006.873,60.781,48.349
00:07.171,679,0.996,1.018,1.015,0.816,-2,-1,40442.525,40251.483,5.5,14.51,3.922,446.179,442.448,0,0,0,0,0,0,59.037,145.502,62.25,11.636,5006.873,60.781,48.349
00:07.183,679,0.996,1.018,1.015,0.816,-2,-1,40442.525,40251.483,5.5,14.51,3.922,446.179,442.448,0,0,0,0,0,0,59.037,145.502,62.25,11.636,5006.873,60.781,48.349
00:07.191,679,0.996,1.018,1.015,0.816,-2,-1,40442.525,40251.483,5.5,14.51,3.922,446.179,442.448,0,0,0,0,0,0,59.037,145.502,62.25,11.636,5006.873,60.781,48.349
00:07.202,679,0.996,1.018,1.015,0.816,-2,-1,40442.525,40251.483,5.5,14.51,3.922,446.179,442.448,0,0,0,0,0,0,59.037,145.502,62.25,11.636,5006.873,60.781,48.349
00:07.212,679,0.996,1.018,1.015,0.816,-2,-1,40442.525,40251.483,5.5,14.51,3.922,446.179,442.448,0,0,0,0,0,0,59.037,143.51,62.25,11.636,5006.873,60.781,48.349
00:07.222,679,0.996,1.018,1.015,0.816,-2,-1,40442.525,40251.483,5.5,14.51,3.922,446.179,442.448,0,0,0,0,0,0,59.037,143.51,62.25,11.636,5006.873,60.781,48.349
00:07.231,679,0.996,1.018,1.015,0.816,-2,-1,40442.525,40251.483,5.5,14.51,3.922,446.179,442.448,0,0,0,0,0,0,59.037,143.51,62.25,11.636,5006.873,60.781,48.349
00:07.242,679,0.996,1.018,1.015,0.816,-2,-1,40442.525,40251.483,5.5,14.51,3.922,446.179,442.448,0,0,0,0,0,0,59.037,143.51,62.25,11.636,5017.487,60.781,48.349
00:07.251,679,0.996,1.018,1.015,0.816,-2,-1,40442.525,40251.483,5.5,14.51,3.922,446.179,442.448,0,0,0,0,0,0,59.037,143.51,62.25,11.636,5017.487,59.438,48.349
00:07.261,679,0.996,1.018,1.015,0.816,-2,-1,40442.525,40251.483,5.5,14.51,3.922,446.179,442.448,0,0,0,0,0,0,59.037,143.51,62.25,11.636,5017.487,59.438,48.344
